DateAndTime            ,Date            ,Time        ,CPM_1_Running           ,CPM_2_Actual_Speed      ,CPM_1_Waiting_Upstream  ,CPM_1_Blocked_Downstream,CPM_2_Manual_Stop_Count ,CPM_2_Manual_Stop_Time  ,CPM_02_Status           ,CPM_02_Blocked          ,FBC_Produced_02         
2022-11-16 07:17:26.000,      2022-11-16,07:17:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   112.0
2022-11-16 07:16:26.000,      2022-11-16,07:16:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   111.0
2022-11-16 07:15:26.000,      2022-11-16,07:15:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   110.0
2022-11-16 07:14:26.000,      2022-11-16,07:14:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   108.0
2022-11-16 07:13:26.000,      2022-11-16,07:13:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   106.0
2022-11-16 07:12:26.000,      2022-11-16,07:12:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   104.0
2022-11-16 07:11:26.000,      2022-11-16,07:11:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   102.0
2022-11-16 07:10:26.000,      2022-11-16,07:10:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    99.0
2022-11-16 07:09:26.000,      2022-11-16,07:09:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    97.0
2022-11-16 07:08:26.000,      2022-11-16,07:08:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    95.0
2022-11-16 07:07:26.000,      2022-11-16,07:07:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    93.0
2022-11-16 07:06:26.000,      2022-11-16,07:06:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    92.0
2022-11-16 07:05:26.000,      2022-11-16,07:05:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    90.0
2022-11-16 07:04:26.000,      2022-11-16,07:04:26    ,                     1.0,                   112.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    87.0
2022-11-16 07:03:26.000,      2022-11-16,07:03:26    ,                     1.0,                    42.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    86.0
2022-11-16 07:02:26.000,      2022-11-16,07:02:26    ,                     0.0,                    14.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    84.0
2022-11-16 07:01:26.000,      2022-11-16,07:01:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    84.0
2022-11-16 07:00:26.000,      2022-11-16,07:00:26    ,                     0.0,                    28.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    84.0
2022-11-16 06:59:26.000,      2022-11-16,06:59:26    ,                     0.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    84.0
2022-11-16 06:58:26.000,      2022-11-16,06:58:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    83.0
2022-11-16 06:57:26.000,      2022-11-16,06:57:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    81.0
2022-11-16 06:56:26.000,      2022-11-16,06:56:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    79.0
2022-11-16 06:55:26.000,      2022-11-16,06:55:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    76.0
2022-11-16 06:54:26.000,      2022-11-16,06:54:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    74.0
2022-11-16 06:53:26.000,      2022-11-16,06:53:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    72.0
2022-11-16 06:52:26.000,      2022-11-16,06:52:26    ,                     1.0,                   182.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    70.0
2022-11-16 06:51:26.000,      2022-11-16,06:51:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    67.0
2022-11-16 06:50:26.000,      2022-11-16,06:50:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:49:26.000,      2022-11-16,06:49:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:48:26.000,      2022-11-16,06:48:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:47:26.000,      2022-11-16,06:47:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:46:26.000,      2022-11-16,06:46:26    ,                     0.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:45:26.000,      2022-11-16,06:45:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    66.0
2022-11-16 06:44:26.000,      2022-11-16,06:44:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    65.0
2022-11-16 06:43:26.000,      2022-11-16,06:43:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    62.0
2022-11-16 06:42:26.000,      2022-11-16,06:42:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    60.0
2022-11-16 06:41:26.000,      2022-11-16,06:41:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    59.0
2022-11-16 06:40:26.000,      2022-11-16,06:40:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    57.0
2022-11-16 06:39:26.000,      2022-11-16,06:39:26    ,                     1.0,                   196.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    55.0
2022-11-16 06:38:26.000,      2022-11-16,06:38:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    52.0
2022-11-16 06:37:26.000,      2022-11-16,06:37:26    ,                     0.0,                    70.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    51.0
2022-11-16 06:36:26.000,      2022-11-16,06:36:26    ,                     0.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    51.0
2022-11-16 06:35:26.000,      2022-11-16,06:35:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    49.0
2022-11-16 06:34:26.000,      2022-11-16,06:34:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    47.0
2022-11-16 06:33:26.000,      2022-11-16,06:33:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    44.0
2022-11-16 06:32:26.000,      2022-11-16,06:32:26    ,                     1.0,                   126.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    42.0
2022-11-16 06:31:26.000,      2022-11-16,06:31:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    39.0
2022-11-16 06:30:26.000,      2022-11-16,06:30:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    38.0
2022-11-16 06:29:26.000,      2022-11-16,06:29:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    36.0
2022-11-16 06:28:26.000,      2022-11-16,06:28:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    34.0
2022-11-16 06:27:26.000,      2022-11-16,06:27:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    34.0
2022-11-16 06:26:26.000,      2022-11-16,06:26:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    33.0
2022-11-16 06:25:26.000,      2022-11-16,06:25:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    32.0
2022-11-16 06:24:26.000,      2022-11-16,06:24:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    30.0
2022-11-16 06:23:26.000,      2022-11-16,06:23:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    29.0
2022-11-16 06:22:26.000,      2022-11-16,06:22:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    27.0
2022-11-16 06:21:26.000,      2022-11-16,06:21:26    ,                     0.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    26.0
2022-11-16 06:20:26.000,      2022-11-16,06:20:26    ,                     0.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    26.0
2022-11-16 06:19:26.000,      2022-11-16,06:19:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    24.0
2022-11-16 06:18:26.000,      2022-11-16,06:18:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    22.0
2022-11-16 06:17:26.000,      2022-11-16,06:17:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    20.0
2022-11-16 06:16:26.000,      2022-11-16,06:16:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    19.0
2022-11-16 06:15:26.000,      2022-11-16,06:15:26    ,                     1.0,                    70.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    18.0
2022-11-16 06:14:26.000,      2022-11-16,06:14:26    ,                     1.0,                    28.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    17.0
2022-11-16 06:13:26.000,      2022-11-16,06:13:26    ,                     0.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    17.0
2022-11-16 06:12:26.000,      2022-11-16,06:12:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    16.0
2022-11-16 06:11:26.000,      2022-11-16,06:11:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    14.0
2022-11-16 06:10:26.000,      2022-11-16,06:10:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    12.0
2022-11-16 06:09:26.000,      2022-11-16,06:09:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    10.0
2022-11-16 06:08:26.000,      2022-11-16,06:08:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                    10.0
2022-11-16 06:07:26.000,      2022-11-16,06:07:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                     8.0
2022-11-16 06:06:26.000,      2022-11-16,06:06:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                     5.0
2022-11-16 06:05:26.000,      2022-11-16,06:05:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                     3.0
2022-11-16 06:04:26.000,      2022-11-16,06:04:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                     1.0
2022-11-16 06:03:26.000,      2022-11-16,06:03:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                     0.0
2022-11-16 06:02:26.000,      2022-11-16,06:02:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   738.0
2022-11-16 06:01:26.000,      2022-11-16,06:01:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   737.0
2022-11-16 06:00:26.000,      2022-11-16,06:00:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   736.0
2022-11-16 05:59:26.000,      2022-11-16,05:59:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   735.0
2022-11-16 05:58:26.000,      2022-11-16,05:58:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   733.0
2022-11-16 05:57:26.000,      2022-11-16,05:57:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   730.0
2022-11-16 05:56:26.000,      2022-11-16,05:56:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   728.0
2022-11-16 05:55:26.000,      2022-11-16,05:55:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   726.0
2022-11-16 05:54:26.000,      2022-11-16,05:54:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   725.0
2022-11-16 05:53:26.000,      2022-11-16,05:53:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   724.0
2022-11-16 05:52:26.000,      2022-11-16,05:52:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   722.0
2022-11-16 05:51:26.000,      2022-11-16,05:51:26    ,                     1.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   719.0
2022-11-16 05:50:26.000,      2022-11-16,05:50:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   719.0
2022-11-16 05:49:26.000,      2022-11-16,05:49:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   719.0
2022-11-16 05:48:26.000,      2022-11-16,05:48:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   718.0
2022-11-16 05:47:26.000,      2022-11-16,05:47:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   717.0
2022-11-16 05:46:26.000,      2022-11-16,05:46:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   715.0
2022-11-16 05:45:26.000,      2022-11-16,05:45:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   713.0
2022-11-16 05:44:26.000,      2022-11-16,05:44:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   710.0
2022-11-16 05:43:26.000,      2022-11-16,05:43:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   708.0
2022-11-16 05:42:26.000,      2022-11-16,05:42:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   706.0
2022-11-16 05:41:26.000,      2022-11-16,05:41:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   704.0
2022-11-16 05:40:26.000,      2022-11-16,05:40:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   704.0
2022-11-16 05:39:26.000,      2022-11-16,05:39:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   703.0
2022-11-16 05:38:26.000,      2022-11-16,05:38:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   702.0
2022-11-16 05:37:26.000,      2022-11-16,05:37:26    ,                     1.0,                   126.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   701.0
2022-11-16 05:36:26.000,      2022-11-16,05:36:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   700.0
2022-11-16 05:35:26.000,      2022-11-16,05:35:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   698.0
2022-11-16 05:34:26.000,      2022-11-16,05:34:26    ,                     1.0,                   154.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   696.0
2022-11-16 05:33:26.000,      2022-11-16,05:33:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   694.0
2022-11-16 05:32:26.000,      2022-11-16,05:32:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   693.0
2022-11-16 05:31:26.000,      2022-11-16,05:31:26    ,                     0.0,                    28.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   693.0
2022-11-16 05:30:26.000,      2022-11-16,05:30:26    ,                     0.0,                   182.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   693.0
2022-11-16 05:29:26.000,      2022-11-16,05:29:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   692.0
2022-11-16 05:28:26.000,      2022-11-16,05:28:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   689.0
2022-11-16 05:27:26.000,      2022-11-16,05:27:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   687.0
2022-11-16 05:26:26.000,      2022-11-16,05:26:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   686.0
2022-11-16 05:25:26.000,      2022-11-16,05:25:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   685.0
2022-11-16 05:24:26.000,      2022-11-16,05:24:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   683.0
2022-11-16 05:23:26.000,      2022-11-16,05:23:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   681.0
2022-11-16 05:22:26.000,      2022-11-16,05:22:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   679.0
2022-11-16 05:21:26.000,      2022-11-16,05:21:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   676.0
2022-11-16 05:20:26.000,      2022-11-16,05:20:26    ,                     1.0,                   154.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   674.0
2022-11-16 05:19:26.000,      2022-11-16,05:19:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   672.0
2022-11-16 05:18:26.000,      2022-11-16,05:18:26    ,                     0.0,                    84.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   671.0
2022-11-16 05:17:26.000,      2022-11-16,05:17:26    ,                     1.0,                    56.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   670.0
2022-11-16 05:16:26.000,      2022-11-16,05:16:26    ,                     0.0,                   210.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   670.0
2022-11-16 05:15:26.000,      2022-11-16,05:15:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   668.0
2022-11-16 05:14:26.000,      2022-11-16,05:14:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   665.0
2022-11-16 05:13:26.000,      2022-11-16,05:13:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   663.0
2022-11-16 05:12:26.000,      2022-11-16,05:12:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   660.0
2022-11-16 05:11:26.000,      2022-11-16,05:11:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   658.0
2022-11-16 05:10:26.000,      2022-11-16,05:10:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   655.0
2022-11-16 05:09:26.000,      2022-11-16,05:09:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   653.0
2022-11-16 05:08:26.000,      2022-11-16,05:08:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   651.0
2022-11-16 05:07:26.000,      2022-11-16,05:07:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   650.0
2022-11-16 05:06:26.000,      2022-11-16,05:06:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   648.0
2022-11-16 05:05:26.000,      2022-11-16,05:05:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   645.0
2022-11-16 05:04:26.000,      2022-11-16,05:04:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   643.0
2022-11-16 05:03:26.000,      2022-11-16,05:03:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   640.0
2022-11-16 05:02:26.000,      2022-11-16,05:02:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   638.0
2022-11-16 05:01:26.000,      2022-11-16,05:01:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   636.0
2022-11-16 05:00:26.000,      2022-11-16,05:00:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   633.0
2022-11-16 04:59:26.000,      2022-11-16,04:59:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   631.0
2022-11-16 04:58:26.000,      2022-11-16,04:58:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   629.0
2022-11-16 04:57:26.000,      2022-11-16,04:57:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   626.0
2022-11-16 04:56:26.000,      2022-11-16,04:56:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   624.0
2022-11-16 04:55:26.000,      2022-11-16,04:55:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   621.0
2022-11-16 04:54:26.000,      2022-11-16,04:54:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   619.0
2022-11-16 04:53:26.000,      2022-11-16,04:53:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   616.0
2022-11-16 04:52:26.000,      2022-11-16,04:52:26    ,                     1.0,                     0.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   614.0
2022-11-16 04:51:26.000,      2022-11-16,04:51:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   613.0
2022-11-16 04:50:26.000,      2022-11-16,04:50:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   612.0
2022-11-16 04:49:26.000,      2022-11-16,04:49:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   612.0
2022-11-16 04:48:26.000,      2022-11-16,04:48:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   611.0
2022-11-16 04:47:26.000,      2022-11-16,04:47:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   608.0
2022-11-16 04:46:26.000,      2022-11-16,04:46:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   606.0
2022-11-16 04:45:26.000,      2022-11-16,04:45:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   603.0
2022-11-16 04:44:26.000,      2022-11-16,04:44:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   603.0
2022-11-16 04:43:26.000,      2022-11-16,04:43:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   601.0
2022-11-16 04:42:26.000,      2022-11-16,04:42:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   599.0
2022-11-16 04:41:26.000,      2022-11-16,04:41:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   596.0
2022-11-16 04:40:26.000,      2022-11-16,04:40:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   594.0
2022-11-16 04:39:26.000,      2022-11-16,04:39:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   592.0
2022-11-16 04:38:26.000,      2022-11-16,04:38:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   589.0
2022-11-16 04:37:26.000,      2022-11-16,04:37:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   587.0
